Year,Month,Account,Product code, Budget 
2010,6,1077,267," 56,380 "
2010,6,1125,125," 11,048 "
2010,6,1125,166," 66,631 "
2010,6,1126,125," 8,040 "
2010,6,1130,170," 42,221 "
2010,6,1130,180," 11,025 "
2010,6,1130,230," 29,419 "
2010,6,1130,251," 44,480 "
2010,6,1137,197," 4,667 "
2010,6,1137,250," 84,813 "
2010,6,1137,271," 30,421 "
2010,6,1148,251," 38,924 "
2010,6,1176,254," 69,496 "
2010,6,1184,284," 8,447 "
2010,6,1190,122," 72,731 "
2010,6,1191,246," 3,132 "
2010,6,1219,166," 28,228 "
2010,6,1219,223," 25,856 "
2010,6,1226,172," 26,132 "
2010,6,1226,215," 18,800 "
2010,6,1235,110," 4,590 "
2010,6,1251,180," 1,147 "
2010,6,1257,288," 4,403 "
2010,6,1259,157," 50,923 "
2010,6,1269,100," 120,802 "
2010,6,1269,246," 5,387 "
2010,6,1281,133," 12,537 "
2010,6,1281,254," 32,141 "
2010,6,1329,107," 21,024 "
2010,6,1331,214," 42,550 "
2010,6,1331,246," 5,130 "
2010,6,1375,246," 3,135 "
2010,6,1375,286," 20,138 "
2010,6,1392,122," 28,584 "
2010,6,1392,210," 2,488 "
2010,6,1412,276," 10,560 "
2010,6,1412,292," 76,811 "
2010,6,1441,157," 11,573 "
2010,6,1441,217," 8,218 "
2010,6,1455,148," 16,358 "
2010,6,1463,259," 67,797 "
2010,6,1464,276," 9,715 "
2010,6,1465,107," 17,155 "
2010,6,1478,173," 78,125 "
2010,6,1478,187," 75,030 "
2010,6,1503,281," 14,895 "
2010,6,1522,106," 49,453 "
2010,6,1522,271," 35,742 "
2010,6,1551,107," 9,652 "
2010,6,1551,169," 2,394 "
2010,6,1569,180," 9,364 "
2010,6,1575,276," 30,024 "
2010,6,1600,117," 13,416 "
2010,6,1606,108," 7,025 "
2010,6,1608,102," 58,396 "
2010,6,1611,207," 79,642 "
2010,6,1611,225," 1,738 "
2010,6,1611,250," 113,981 "
2010,6,1612,131," 40,560 "
2010,6,1612,222," 24,585 "
2010,6,1617,148," 9,560 "
2010,6,1628,170," 20,219 "
2010,6,1628,203," 11,976 "
2010,6,1628,259," 22,932 "
2010,6,1630,230," 35,093 "
2010,6,1677,105," 73,911 "
2010,6,1693,285," 24,523 "
2010,6,1715,184," 134,435 "
2010,6,1721,173," 77,937 "
2010,6,1735,214," 18,144 "
2010,6,1735,285," 21,463 "
2010,6,1750,102," 8,686 "
2010,6,1760,166," 44,352 "
2010,6,1801,183," 24,294 "
2010,6,1801,285," 2,146 "
2010,6,1815,108," 1,386 "
2010,6,1815,139," 9,694 "
2010,6,1815,228," 15,502 "
2010,6,1838,187," 24,010 "
2010,6,1838,271," 38,027 "
2010,6,1856,184," 56,078 "
2010,6,1864,214," 7,762 "
2010,6,1864,227," 10,222 "
2010,6,1864,246," 3,096 "
2010,6,1887,149," 25,680 "
2010,6,1887,166," 62,601 "
2010,6,1894,223," 22,523 "
2010,6,1894,239," 18,685 "
2010,6,1894,292," 19,998 "
2010,6,1909,159," 11,851 "
2010,6,1909,251," 9,408 "
2010,6,1917,172," 71,693 "
2010,6,1917,285," 26,251 "
2010,6,1936,157," 54,588 "
2010,6,1936,196," 37,091 "
2010,6,1936,203," 7,542 "
2010,6,1955,148," 34,163 "
2010,6,1958,133," 53,835 "
2010,6,1973,169," 30,765 "
2010,6,1979,220," 10,404 "
2010,6,1995,299," 21,293 "
2010,7,1052,124," 30,056 "
2010,7,1052,148," 33,655 "
2010,7,1059,140," 88,494 "
2010,7,1059,230," 22,831 "
2010,7,1059,252," 38,247 "
2010,7,1059,299," 21,448 "
2010,7,1077,267," 51,453 "
2010,7,1092,230," 31,374 "
2010,7,1104,124," 21,492 "
2010,7,1126,114," 28,205 "
2010,7,1126,117," 46,158 "
2010,7,1130,288," 23,999 "
2010,7,1137,207," 107,245 "
2010,7,1137,246," 5,724 "
2010,7,1137,254," 76,244 "
2010,7,1137,285," 23,437 "
2010,7,1148,228," 18,355 "
2010,7,1158,254," 13,737 "
2010,7,1176,267," 31,543 "
2010,7,1183,187," 46,986 "
2010,7,1184,271," 49,026 "
2010,7,1187,286," 44,304 "
2010,7,1190,254," 54,225 "
2010,7,1191,216," 57,011 "
2010,7,1219,133," 3,570 "
2010,7,1219,166," 62,890 "
2010,7,1226,197, 187 
2010,7,1235,173," 25,431 "
2010,7,1235,261," 73,377 "
2010,7,1235,285," 21,527 "
2010,7,1259,113," 2,618 "
2010,7,1269,139," 4,453 "
2010,7,1269,166," 19,820 "
2010,7,1281,117," 11,967 "
2010,7,1329,149," 37,294 "
2010,7,1331,140," 22,124 "
2010,7,1386,243," 16,704 "
2010,7,1392,284," 9,430 "
2010,7,1412,140," 113,190 "
2010,7,1432,105," 129,547 "
2010,7,1432,172," 61,160 "
2010,7,1432,204," 23,716 "
2010,7,1441,280," 63,482 "
2010,7,1443,251," 46,400 "
2010,7,1454,157, 488 
2010,7,1454,230," 50,033 "
2010,7,1454,280," 37,800 "
2010,7,1455,119," 42,168 "
2010,7,1464,141," 1,007 "
2010,7,1496,105," 59,962 "
2010,7,1503,148," 33,443 "
2010,7,1503,281," 32,221 "
2010,7,1520,139," 19,113 "
2010,7,1520,140," 45,688 "
2010,7,1569,225," 23,463 "
2010,7,1569,286," 1,278 "
2010,7,1586,225," 2,607 "
2010,7,1587,140," 45,619 "
2010,7,1587,148," 28,575 "
2010,7,1587,159," 12,814 "
2010,7,1587,210," 11,016 "
2010,7,1591,125," 23,880 "
2010,7,1600,108," 7,085 "
2010,7,1600,180," 18,718 "
2010,7,1600,259," 76,241 "
2010,7,1606,239," 41,720 "
2010,7,1608,108," 4,660 "
2010,7,1608,223," 15,352 "
2010,7,1611,166," 45,184 "
2010,7,1612,183," 1,162 "
2010,7,1612,216," 52,416 "
2010,7,1612,246," 3,927 "
2010,7,1612,268," 25,427 "
2010,7,1613,225," 1,422 "
2010,7,1614,110," 11,213 "
2010,7,1617,110," 13,680 "
2010,7,1617,210," 18,156 "
2010,7,1628,166," 33,264 "
2010,7,1629,259," 80,304 "
2010,7,1630,106," 28,498 "
2010,7,1630,107," 20,274 "
2010,7,1630,191," 42,840 "
2010,7,1630,261," 61,925 "
2010,7,1630,296," 27,295 "
2010,7,1677,187," 55,238 "
2010,7,1677,251," 50,347 "
2010,7,1682,124," 16,008 "
2010,7,1682,139," 6,103 "
2010,7,1715,186," 22,655 "
2010,7,1721,102," 1,818 "
2010,7,1721,197," 5,976 "
2010,7,1721,217," 69,051 "
2010,7,1750,118," 18,371 "
2010,7,1750,131," 44,871 "
2010,7,1760,139," 22,831 "
2010,7,1790,146," 7,705 "
2010,7,1803,148," 44,127 "
2010,7,1806,180," 26,754 "
2010,7,1838,286," 50,321 "
2010,7,1856,139," 15,856 "
2010,7,1856,183," 15,666 "
2010,7,1856,193," 7,812 "
2010,7,1886,166," 77,443 "
2010,7,1886,196," 21,094 "
2010,7,1887,170," 22,895 "
2010,7,1887,210," 1,615 "
2010,7,1894,149," 19,728 "
2010,7,1909,157," 55,697 "
2010,7,1909,217," 14,252 "
2010,7,1919,100," 59,069 "
2010,7,1947,125," 5,544 "
